  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  2014          47      0.00179  0.00179  0.50   97727     175   97640  3482931  35.64
  2014          48      0.00212  0.00212  0.50   97553     207   97449  3385291  34.70
  2014          49      0.00248  0.00248  0.50   97346     242   97225  3287842  33.77
  2014          50      0.00279  0.00279  0.50   97104     270   96969  3190617  32.86
  2014          51      0.00281  0.00280  0.50   96834     271   96698  3093647  31.95
  2014          52      0.00328  0.00327  0.50   96563     316   96404  2996949  31.04
  2014          53      0.00369  0.00369  0.50   96246     355   96069  2900545  30.14
  2014          54      0.00406  0.00405  0.50   95892     389   95697  2804476  29.25
  2014          55      0.00445  0.00444  0.50   95503     424   95291  2708778  28.36
  2014          56      0.00489  0.00488  0.50   95079     464   94847  2613487  27.49
  2014          57      0.00527  0.00526  0.50   94615     497   94367  2518640  26.62
  2014          58      0.00559  0.00558  0.50   94118     525   93855  2424274  25.76
  2014          59      0.00612  0.00610  0.50   93593     571   93307  2330418  24.90
  2014          60      0.00723  0.00721  0.50   93022     670   92687  2237111  24.05
  2014          61      0.00767  0.00764  0.50   92352     705   91999  2144424  23.22
  2014          62      0.00820  0.00817  0.50   91646     749   91272  2052425  22.40
  2014          63      0.00874  0.00870  0.50   90898     791   90502  1961153  21.58
  2014          64      0.00962  0.00958  0.50   90106     863   89675  1870651  20.76
  2014          65      0.01073  0.01067  0.50   89243     952   88767  1780976  19.96
  2014          66      0.01157  0.01150  0.50   88291    1015   87784  1692209  19.17
  2014          67      0.01226  0.01219  0.50   87276    1063   86744  1604425  18.38
  2014          68      0.01359  0.01350  0.50   86212    1164   85631  1517681  17.60
  2014          69      0.01451  0.01441  0.50   85049    1225   84436  1432050  16.84
  2014          70      0.01659  0.01645  0.50   83824    1379   83134  1347614  16.08
  2014          71      0.01672  0.01659  0.50   82445    1367   81761  1264480  15.34
  2014          72      0.01842  0.01825  0.50   81077    1480   80337  1182719  14.59
  2014          73      0.01920  0.01902  0.50   79597    1514   78841  1102382  13.85
  2014          74      0.02234  0.02209  0.50   78084    1725   77221  1023541  13.11
  2014          75      0.02467  0.02437  0.50   76359    1861   75428   946320  12.39
  2014          76      0.02826  0.02787  0.50   74498    2076   73460   870892  11.69
  2014          77      0.03111  0.03063  0.50   72422    2218   71313   797432  11.01
  2014          78      0.03487  0.03428  0.50   70204    2406   69000   726119  10.34
  2014          79      0.04098  0.04016  0.50   67797    2723   66436   657119   9.69
  2014          80      0.04689  0.04581  0.50   65075    2981   63584   590683   9.08
  2014          81      0.05231  0.05097  0.50   62093    3165   60511   527099   8.49
  2014          82      0.05943  0.05772  0.50   58928    3401   57228   466588   7.92
  2014          83      0.06780  0.06557  0.50   55527    3641   53706   409361   7.37
  2014          84      0.07658  0.07376  0.50   51886    3827   49972   355654   6.85
  2014          85      0.08919  0.08539  0.50   48059    4104   46007   305682   6.36
  2014          86      0.09921  0.09452  0.50   43955    4155   41878   259675   5.91
  2014          87      0.11085  0.10503  0.50   39800    4180   37710   217797   5.47
  2014          88      0.12702  0.11944  0.50   35620    4254   33493   180087   5.06
  2014          89      0.14332  0.13374  0.50   31366    4195   29268   146594   4.67
  2014          90      0.16509  0.15250  0.50   27171    4144   25099   117326   4.32
  2014          91      0.18312  0.16776  0.50   23027    3863   21096    92227   4.01
  2014          92      0.20753  0.18802  0.50   19164    3603   17363    71131   3.71
  2014          93      0.21689  0.19567  0.50   15561    3045   14038    53768   3.46
  2014          94      0.26269  0.23219  0.50   12516    2906   11063    39730   3.17
  2014          95      0.27394  0.24094  0.50    9610    2315    8452    28667   2.98
  2014          96      0.30191  0.26231  0.50    7295    1913    6338    20215   2.77
  2014          97      0.33143  0.28431  0.50    5381    1530    4616    13877   2.58
  2014          98      0.36233  0.30676  0.50    3851    1181    3261     9261   2.40
  2014          99      0.39442  0.32945  0.50    2670     880    2230     6000   2.25
  2014         100      0.42745  0.35218  0.50    1790     630    1475     3770   2.11
  2014         101      0.46114  0.37473  0.50    1160     435     942     2295   1.98
  2014         102      0.49518  0.39691  0.50     725     288     581     1353   1.87
  2014         103      0.52927  0.41852  0.50     437     183     346      772   1.76
  2014         104      0.56309  0.43938  0.50     254     112     198      426   1.67
  2014         105      0.59633  0.45937  0.50     143      65     110      227   1.59
  2014         106      0.62871  0.47834  0.50      77      37      59      117   1.52
  2014         107      0.65998  0.49623  0.50      40      20      30       59   1.46
  2014         108      0.68991  0.51296  0.50      20      10      15       29   1.41
  2014         109      0.71833  0.52851  0.50      10       5       7       14   1.37
  2014         110+     0.74511  1.00000  1.34       5       5       6        6   1.34
  2015           0      0.00365  0.00364  0.14  100000     364   99688  8130895  81.31
  2015           1      0.00028  0.00028  0.50   99636      28   99622  8031207  80.61
  2015           2      0.00015  0.00015  0.50   99608      15   99601  7931585  79.63
  2015           3      0.00009  0.00009  0.50   99593       9   99589  7831984  78.64
  2015           4      0.00010  0.00010  0.50   99585      10   99580  7732395  77.65
  2015           5      0.00008  0.00008  0.50   99574       8   99571  7632816  76.65
  2015           6      0.00006  0.00006  0.50   99567       6   99564  7533245  75.66
  2015           7      0.00008  0.00008  0.50   99561       8   99557  7433681  74.66
  2015           8      0.00009  0.00009  0.50   99552       9   99548  7334125  73.67
  2015           9      0.00015  0.00015  0.50   99543      15   99536  7234577  72.68
  2015          10      0.00004  0.00004  0.50   99528       4   99526  7135041  71.69
  2015          11      0.00010  0.00010  0.50   99524      10   99519  7035515  70.69
  2015          12      0.00009  0.00009  0.50   99515       9   99510  6935996  69.70
  2015          13      0.00013  0.00013  0.50   99505      13   99499  6836486  68.70
  2015          14      0.00019  0.00019  0.50   99493      19   99483  6736987  67.71
  2015          15      0.00019  0.00019  0.50   99474      19   99464  6637504  66.73
  2015          16      0.00016  0.00016  0.50   99455      16   99447  6538039  65.74
  2015          17      0.00017  0.00017  0.50   99439      17   99430  6438593  64.75
  2015          18      0.00023  0.00023  0.50   99422      22   99411  6339162  63.76
  2015          19      0.00031  0.00031  0.50   99399      30   99384  6239752  62.77
  2015          20      0.00021  0.00021  0.50   99369      20   99359  6140368  61.79
  2015          21      0.00022  0.00022  0.50   99349      22   99338  6041009  60.81
  2015          22      0.00026  0.00026  0.50   99327      26   99314  5941671  59.82
  2015          23      0.00024  0.00024  0.50   99301      24   99289  5842357  58.83
  2015          24      0.00021  0.00021  0.50   99277      21   99267  5743068  57.85
  2015          25      0.00021  0.00021  0.50   99256      21   99246  5643801  56.86
  2015          26      0.00017  0.00017  0.50   99235      16   99227  5544556  55.87
  2015          27      0.00025  0.00025  0.50   99219      25   99206  5445329  54.88
  2015          28      0.00024  0.00024  0.50   99194      24   99182  5346122  53.90
  2015          29      0.00029  0.00029  0.50   99170      28   99156  5246940  52.91
  2015          30      0.00029  0.00029  0.50   99142      29   99127  5147784  51.92
  2015          31      0.00030  0.00030  0.50   99113      29   99098  5048657  50.94
  2015          32      0.00035  0.00035  0.50   99083      35   99066  4949559  49.95
  2015          33      0.00041  0.00041  0.50   99049      41   99028  4850493  48.97
  2015          34      0.00042  0.00042  0.50   99008      42   98987  4751465  47.99
  2015          35      0.00048  0.00048  0.50   98966      48   98943  4652478  47.01
  2015          36      0.00055  0.00055  0.50   98919      54   98892  4553535  46.03
  2015          37      0.00058  0.00058  0.50   98864      58   98836  4454643  45.06
  2015          38      0.00066  0.00066  0.50   98807      65   98774  4355808  44.08
  2015          39      0.00078  0.00078  0.50   98742      77   98703  4257034  43.11
  2015          40      0.00088  0.00088  0.50   98664      86   98621  4158331  42.15
  2015          41      0.00091  0.00091  0.50   98578      90   98533  4059710  41.18
  2015          42      0.00105  0.00105  0.50   98488     103   98436  3961177  40.22
  2015          43      0.00118  0.00118  0.50   98385     116   98327  3862741  39.26
  2015          44      0.00134  0.00134  0.50   98269     132   98203  3764414  38.31
  2015          45      0.00145  0.00145  0.50   98137     142   98066  3666211  37.36
  2015          46      0.00155  0.00155  0.50   97995     152   97919  3568145  36.41
  2015          47      0.00203  0.00203  0.50   97843     198   97744  3470225  35.47
  2015          48      0.00219  0.00219  0.50   97645     214   97538  3372481  34.54
  2015          49      0.00226  0.00226  0.50   97432     220   97321  3274943  33.61
  2015          50      0.00268  0.00268  0.50   97211     261   97081  3177621  32.69
  2015          51      0.00290  0.00290  0.50   96951     281   96810  3080540  31.77
  2015          52      0.00310  0.00310  0.50   96670     299   96520  2983730  30.87
  2015          53      0.00345  0.00344  0.50   96370     332   96204  2887210  29.96
  2015          54      0.00381  0.00381  0.50   96039     366   95856  2791005  29.06
  2015          55      0.00437  0.00436  0.50   95673     417   95464  2695150  28.17
  2015          56      0.00479  0.00478  0.50   95256     455   95029  2599685  27.29
